ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20201204,3444.5814,3436.7291,3448.4036,3417.0484,3442.1359,2.4455,0.071,256276705.0,329393208.3
000001.SH,20201207,3416.6037,3446.6478,3449.5782,3414.3142,3444.5814,-27.9777,-0.8122,254522508.0,336836800.3
000001.SH,20201208,3410.1771,3417.6936,3428.6618,3403.0263,3416.6037,-6.4266,-0.1881,226907328.0,304635033.5
000001.SH,20201209,3371.964,3416.0782,3422.536,3371.9156,3410.1771,-38.2131,-1.1206,260747424.0,339317806.3
000001.SH,20201210,3373.2758,3365.731,3384.8875,3357.7531,3371.964,1.3118,0.0389,247308304.0,321616357.2
000001.SH,20201211,3347.191,3381.008,3383.1783,3325.172,3373.2758,-26.0848,-0.7733,298617158.0,379848803.6
000001.SH,20201214,3369.1201,3349.534,3371.1291,3338.6263,3347.191,21.9291,0.6551,239807926.0,316229132.9
000001.SH,20201215,3367.2326,3366.5813,3373.5579,3348.4192,3369.1201,-1.8875,-0.056,225667402.0,315289741.3
000001.SH,20201216,3366.9832,3371.2632,3378.6626,3359.1705,3367.2326,-0.2494,-0.0074,220813976.0,308823385.3
000001.SH,20201217,3404.8732,3367.277,3406.1547,3354.0112,3366.9832,37.89,1.1253,275463631.0,364740477.2
000001.SH,20201218,3394.896,3400.4855,3413.8134,3382.7508,3404.8732,-9.9772,-0.293,280992641.0,354027376.9
000001.SH,20201221,3420.5693,3394.3945,3423.6088,3381.1158,3394.896,25.6733,0.7562,283759794.0,383898951.6
000001.SH,20201222,3356.7822,3410.9678,3415.7538,3353.8581,3420.5693,-63.7871,-1.8648,323037654.0,432199556.5
000001.SH,20201223,3382.3195,3362.4721,3394.2089,3360.2019,3356.7822,25.5373,0.7608,299523527.0,413254779.1
000001.SH,20201224,3363.1133,3382.193,3394.0746,3354.0215,3382.3195,-19.2062,-0.5678,275044450.0,363321144.3
000001.SH,20201225,3396.5626,3351.7901,3397.0066,3348.3453,3363.1133,33.4493,0.9946,294546895.0,359094444.7
000001.SH,20201228,3397.2854,3396.359,3412.5193,3383.654,3396.5626,0.7228,0.0213,316181542.0,398159968.8
000001.SH,20201229,3379.0362,3399.2939,3407.0884,3376.0876,3397.2854,-18.2492,-0.5372,311769185.0,382102563.8
000001.SH,20201230,3414.4527,3375.0086,3414.4539,3374.4156,3379.0362,35.4165,1.0481,291023543.0,377542350.9
000001.SH,20201231,3473.0693,3419.7267,3474.9182,3419.7267,3414.4527,58.6166,1.7167,335673926.0,450482318.9
000001.SH,20210104,3502.9584,3474.6793,3511.6554,3457.2061,3473.0693,29.8891,0.8606,380790800.0,523367700.8
000001.SH,20210105,3528.6767,3492.1912,3528.6767,3484.7151,3502.9584,25.7183,0.7342,407995934.0,568019462.2
000001.SH,20210106,3550.8767,3530.9072,3556.8022,3513.1262,3528.6767,22.2,0.6291,370230926.0,521799529.8
000001.SH,20210107,3576.2046,3552.9087,3576.2046,3526.6174,3550.8767,25.3279,0.7133,405348226.0,545709628.1
000001.SH,20210108,3570.1082,3577.6923,3588.0625,3544.8912,3576.2046,-6.0964,-0.1705,345557896.0,502170815.6
000001.SH,20210111,3531.4978,3571.3212,3597.7022,3516.9862,3570.1082,-38.6104,-1.0815,362479154.0,526895927.3
000001.SH,20210112,3608.3389,3518.0106,3608.3389,3517.4689,3531.4978,76.8411,2.1759,323406153.0,485771186.3
000001.SH,20210113,3598.6518,3613.281,3622.3475,3575.5945,3608.3389,-9.6871,-0.2685,388127791.0,554853439.1
000001.SH,20210114,3565.9046,3584.9324,3599.0584,3559.6001,3598.6518,-32.7472,-0.91,347666819.0,511325103.7
000001.SH,20210115,3566.3778,3566.2847,3589.2655,3533.7882,3565.9046,0.4732,0.0133,324612744.0,480343781.0
000001.SH,20210118,3596.2237,3554.7977,3608.7665,3544.2614,3566.3778,29.8459,0.8369,301652565.0,451740700.4
000001.SH,20210119,3566.3814,3596.3564,3603.1477,3553.0236,3596.2237,-29.8423,-0.8298,323439541.0,467402582.4
000001.SH,20210120,3583.092,3564.121,3589.9624,3556.4425,3566.3814,16.7106,0.4686,272271661.0,397144766.2
000001.SH,20210121,3621.2641,3590.9247,3636.2444,3585.8017,3583.092,38.1721,1.0653,327466995.0,469855226.6
000001.SH,20210122,3606.7496,3616.5401,3616.5401,3585.0339,3621.2641,-14.5145,-0.4008,324463084.0,485452192.4
000001.SH,20210125,3624.2381,3605.3611,3637.1002,3591.0204,3606.7496,17.4885,0.4849,327341070.0,527257347.7
000001.SH,20210126,3569.429,3610.9686,3610.9686,3564.7415,3624.2381,-54.8091,-1.5123,278139884.0,436326664.6
000001.SH,20210127,3573.3412,3567.5485,3578.7968,3546.492,3569.429,3.9122,0.1096,264107161.0,396270389.6
000001.SH,20210128,3505.1759,3534.6685,3549.544,3496.8788,3573.3412,-68.1653,-1.9076,270862461.0,391574388.0
000001.SH,20210129,3483.0692,3521.7175,3531.5981,3446.5471,3505.1759,-22.1067,-0.6307,293662664.0,416528621.0
000001.SH,20210201,3505.2836,3477.1715,3506.3889,3469.875,3483.0692,22.2144,0.6378,277567901.0,371473066.3
000001.SH,20210202,3533.6849,3510.8084,3535.502,3495.5681,3505.2836,28.4013,0.8102,264540630.0,384127851.1
000001.SH,20210203,3517.308,3531.149,3544.0092,3508.5069,3533.6849,-16.3769,-0.4635,297351716.0,413731472.0
000001.SH,20210204,3501.8592,3503.7785,3524.7219,3465.7706,3517.308,-15.4488,-0.4392,298834854.0,418742552.8
000001.SH,20210205,3496.3329,3509.4874,3536.5417,3492.9624,3501.8592,-5.5263,-0.1578,290146174.0,397391919.6
000001.SH,20210208,3532.4467,3504.5631,3542.2075,3492.1286,3496.3329,36.1138,1.0329,249799619.0,359187319.2
000001.SH,20210209,3603.489,3539.7726,3604.0112,3528.6755,3532.4467,71.0423,2.0111,253821760.0,371567972.5
000001.SH,20210210,3655.088,3612.6125,3662.7655,3612.5049,3603.489,51.599,1.4319,257940824.0,392643389.6
000001.SH,20210218,3675.3571,3721.0865,3731.687,3663.6637,3655.088,20.2691,0.5545,340309065.0,483546564.6
000001.SH,20210219,3696.168,3661.7834,3699.6502,3634.0149,3675.3571,20.8109,0.5662,361059804.0,484990205.8
000001.SH,20210222,3642.4449,3707.1912,3717.2669,3642.4449,3696.168,-53.7231,-1.4535,488821478.0,599323102.1
000001.SH,20210223,3636.3573,3617.7013,3672.1511,3617.7013,3642.4449,-6.0876,-0.1671,398873174.0,479631810.2
000001.SH,20210224,3564.0799,3638.9359,3645.6474,3531.5936,3636.3573,-72.2774,-1.9876,362158952.0,484430414.6
000001.SH,20210225,3585.0458,3595.5424,3608.5568,3568.4735,3564.0799,20.9659,0.5883,366232299.0,444735017.1
000001.SH,20210226,3509.0804,3514.5648,3550.4055,3500.7036,3585.0458,-75.9654,-2.119,333280067.0,424485913.9
000001.SH,20210301,3551.3998,3531.4802,3552.5665,3511.9888,3509.0804,42.3194,1.206,315487526.0,402477044.2
000001.SH,20210302,3508.5912,3566.852,3566.852,3485.3635,3551.3998,-42.8086,-1.2054,339830486.0,427680453.1
000001.SH,20210303,3576.9045,3500.1576,3577.6218,3498.7192,3508.5912,68.3133,1.947,347656846.0,415490345.7
000001.SH,20210304,3503.4916,3546.6406,3552.2024,3487.3757,3576.9045,-73.4129,-2.0524,393616120.0,462233734.2
000001.SH,20210305,3501.9867,3463.3086,3523.5682,3456.6668,3503.4916,-1.5049,-0.043,356409223.0,408849901.9
000001.SH,20210308,3421.4141,3524.983,3542.3039,3421.2153,3501.9867,-80.5726,-2.3008,387047954.0,453859203.3
000001.SH,20210309,3359.292,3415.3391,3429.1503,3328.3119,3421.4141,-62.1221,-1.8157,407652539.0,456196190.3
000001.SH,20210310,3357.7372,3389.8388,3397.0251,3354.823,3359.292,-1.5548,-0.0463,299749166.0,339571691.5
000001.SH,20210311,3436.8313,3369.9024,3436.8313,3369.9024,3357.7372,79.0941,2.3556,322112044.0,369805365.5
000001.SH,20210312,3453.0777,3447.2033,3454.5064,3417.2389,3436.8313,16.2464,0.4727,358027035.0,381964281.2
000001.SH,20210315,3419.9456,3441.882,3457.4892,3392.5089,3453.0777,-33.1321,-0.9595,367813293.0,381646491.3
000001.SH,20210316,3446.7334,3424.6524,3448.8829,3406.1746,3419.9456,26.7878,0.7833,316668747.0,332388484.7
000001.SH,20210317,3445.5509,3435.7319,3454.0562,3410.2815,3446.7334,-1.1825,-0.0343,280059818.0,306630472.1
000001.SH,20210318,3463.0681,3449.6413,3478.1447,3449.3774,3445.5509,17.5172,0.5084,284403891.0,316529174.1
000001.SH,20210319,3404.6634,3423.8733,3439.5236,3389.2929,3463.0681,-58.4047,-1.6865,309161716.0,339992292.8
000001.SH,20210322,3443.4392,3406.1227,3443.6596,3404.2341,3404.6634,38.7758,1.1389,312559084.0,332535035.8
000001.SH,20210323,3411.5088,3445.3408,3445.4159,3390.0477,3443.4392,-31.9304,-0.9273,326389409.0,343477167.7
000001.SH,20210324,3367.0606,3394.1283,3415.2949,3362.1847,3411.5088,-44.4482,-1.3029,317398697.0,344800038.2
000001.SH,20210325,3363.5915,3355.0706,3382.226,3344.9695,3367.0606,-3.4691,-0.103,270676097.0,290223442.6
000001.SH,20210326,3418.3267,3373.3171,3423.2231,3373.3171,3363.5915,54.7352,1.6273,274614987.0,322408619.9
000001.SH,20210329,3435.2958,3429.6322,3449.8338,3409.8868,3418.3267,16.9691,0.4964,284824243.0,327944119.7
000001.SH,20210330,3456.6766,3432.5288,3457.6345,3423.3154,3435.2958,21.3808,0.6224,285423081.0,331625651.2
000001.SH,20210331,3441.9115,3452.2078,3452.2078,3420.8321,3456.6766,-14.7651,-0.4271,283049261.0,314174120.2
000001.SH,20210401,3466.3315,3444.8102,3470.0311,3438.8255,3441.9115,24.42,0.7095,275244295.0,292651912.3
000001.SH,20210402,3484.3924,3472.6276,3487.5862,3462.8321,3466.3315,18.0609,0.521,262654873.0,317953200.8
000001.SH,20210406,3482.9674,3491.6336,3493.2806,3471.761,3484.3924,-1.425,-0.0409,234746671.0,286329672.7
000001.SH,20210407,3479.6256,3483.4211,3483.4211,3453.1947,3482.9674,-3.3418,-0.0959,295786978.0,323650987.0
000001.SH,20210408,3482.5548,3467.4871,3495.9086,3459.3246,3479.6256,2.9292,0.0842,331755329.0,348011326.8
000001.SH,20210409,3450.6772,3475.4434,3475.4467,3442.1392,3482.5548,-31.8776,-0.9154,280085196.0,306422226.3
000001.SH,20210412,3412.9477,3445.9696,3456.1581,3403.9012,3450.6772,-37.7295,-1.0934,309577239.0,338890339.6
000001.SH,20210413,3396.47,3411.2928,3425.3945,3387.902,3412.9477,-16.4777,-0.4828,270626054.0,290539879.9
000001.SH,20210414,3416.7212,3397.021,3420.0278,3392.9751,3396.47,20.2512,0.5962,233242327.0,269010070.6
000001.SH,20210415,3398.9875,3409.6139,3409.6139,3373.0939,3416.7212,-17.7337,-0.519,234005054.0,272569196.8
000001.SH,20210416,3426.6178,3407.188,3432.6286,3394.1344,3398.9875,27.6303,0.8129,258579672.0,295951094.7
000001.SH,20210419,3477.5485,3427.548,3479.0099,3414.3564,3426.6178,50.9307,1.4863,302735819.0,368472467.5
000001.SH,20210420,3472.9427,3467.1481,3494.2983,3463.4637,3477.5485,-4.6058,-0.1324,285300082.0,358982768.2
000001.SH,20210421,3472.9298,3456.2991,3481.2511,3450.1113,3472.9427,-0.0129,-0.0004,253777859.0,323914146.2
000001.SH,20210422,3465.1138,3482.8328,3485.3585,3456.3156,3472.9298,-7.816,-0.2251,251114510.0,317081034.9
000001.SH,20210423,3474.166,3462.0858,3482.3587,3456.3329,3465.1138,9.0522,0.2612,249360433.0,323015935.3
000001.SH,20210426,3441.1658,3484.1072,3497.1208,3438.5724,3474.166,-33.0002,-0.9499,276970771.0,388161675.6
000001.SH,20210427,3442.6111,3440.0911,3443.8538,3417.2647,3441.1658,1.4453,0.042,253032393.0,327046020.0
000001.SH,20210428,3457.0683,3432.1612,3457.0683,3423.325,3442.6111,14.4572,0.4199,247381120.0,349669207.3
000001.SH,20210429,3474.9011,3458.0819,3478.2278,3447.5878,3457.0683,17.8328,0.5158,276631387.0,371611589.9
000001.SH,20210430,3446.8564,3468.3022,3469.0872,3426.9023,3474.9011,-28.0447,-0.8071,312660354.0,401442334.7
000001.SH,20210506,3441.2826,3446.0743,3471.2396,3426.8487,3446.8564,-5.5738,-0.1617,310424192.0,400525169.6
000001.SH,20210507,3418.8741,3446.407,3457.8924,3416.7755,3441.2826,-22.4085,-0.6512,353785389.0,411078841.6
000001.SH,20210510,3427.9909,3423.5896,3429.7359,3401.9346,3418.8741,9.1168,0.2667,374170884.0,399717549.0
000001.SH,20210511,3441.8454,3406.598,3448.0959,3384.6966,3427.9909,13.8545,0.4042,350934112.0,390326273.8
000001.SH,20210512,3462.7513,3429.7544,3466.3708,3428.3944,3441.8454,20.9059,0.6074,311444547.0,343860406.4
000001.SH,20210513,3429.5361,3432.138,3448.0169,3418.3846,3462.7513,-33.2152,-0.9592,319325327.0,356376917.8
000001.SH,20210514,3490.3762,3436.0919,3490.6437,3422.5649,3429.5361,60.8401,1.774,336982309.0,411116942.8
000001.SH,20210517,3517.6158,3490.4091,3530.5055,3490.1438,3490.3762,27.2396,0.7804,322135969.0,424476783.4
000001.SH,20210518,3529.0144,3520.6488,3529.0144,3510.862,3517.6158,11.3986,0.324,271308558.0,336028774.7
000001.SH,20210519,3510.9647,3521.1097,3521.1097,3503.8151,3529.0144,-18.0497,-0.5115,278321117.0,349973152.3
000001.SH,20210520,3506.9444,3500.8773,3517.7399,3486.0662,3510.9647,-4.0203,-0.1145,326009333.0,390355321.5
000001.SH,20210521,3486.5569,3510.8353,3518.3769,3479.6744,3506.9444,-20.3875,-0.5813,283826285.0,356025931.3
000001.SH,20210524,3497.2821,3486.2711,3498.3037,3469.8746,3486.5569,10.7252,0.3076,289509242.0,367181627.9
000001.SH,20210525,3581.3418,3502.539,3584.5774,3502.4429,3497.2821,84.0597,2.4036,341241127.0,472213531.4
000001.SH,20210526,3593.357,3586.8388,3603.4881,3585.3695,3581.3418,12.0152,0.3355,341980288.0,455831256.7
000001.SH,20210527,3608.8507,3585.7337,3626.3584,3579.2601,3593.357,15.4937,0.4312,309551486.0,429004239.3
000001.SH,20210528,3600.7844,3610.7668,3622.1801,3582.358,3608.8507,-8.0663,-0.2235,349208830.0,452445032.0
000001.SH,20210531,3615.4773,3600.0702,3615.6568,3580.6524,3600.7844,14.6929,0.408,331523770.0,449694381.0
000001.SH,20210601,3624.7138,3608.5978,3626.0737,3581.9115,3615.4773,9.2365,0.2555,352811413.0,471663104.8
000001.SH,20210602,3597.1379,3626.3283,3629.2896,3584.5955,3624.7138,-27.5759,-0.7608,348558420.0,454678066.4
000001.SH,20210603,3584.2121,3595.4215,3618.5067,3584.2054,3597.1379,-12.9258,-0.3593,354233031.0,443506527.3
000001.SH,20210604,3591.8447,3565.4716,3618.8001,3561.8907,3584.2121,7.6326,0.213,330893038.0,435280519.9
000001.SH,20210607,3599.541,3597.1413,3600.3759,3581.8988,3591.8447,7.6963,0.2143,303718677.0,432219952.2
000001.SH,20210608,3580.1063,3598.7527,3621.5227,3563.2503,3599.541,-19.4347,-0.5399,304491470.0,443161808.0
000001.SH,20210609,3591.3965,3576.8015,3598.7082,3572.6364,3580.1063,11.2902,0.3154,298323296.0,403236322.8
000001.SH,20210610,3610.859,3587.5282,3624.3433,3584.1332,3591.3965,19.4625,0.5419,318174808.0,442117285.4
000001.SH,20210611,3589.7481,3614.1134,3614.4038,3587.1491,3610.859,-21.1109,-0.5847,360554970.0,495372693.1
000001.SH,20210615,3556.559,3587.4658,3592.9465,3547.187,3589.7481,-33.1891,-0.9246,349168566.0,444719204.2
000001.SH,20210616,3518.3292,3556.7139,3561.0921,3513.5592,3556.559,-38.2298,-1.0749,312597306.0,410609314.7
000001.SH,20210617,3525.6042,3508.317,3534.1976,3507.3535,3518.3292,7.275,0.2068,277229918.0,388761041.7
000001.SH,20210618,3525.0968,3520.4966,3535.6221,3503.1833,3525.6042,-0.5074,-0.0144,296708585.0,446297401.4
000001.SH,20210621,3529.1826,3515.5006,3540.2959,3504.0075,3525.0968,4.0858,0.1159,280898277.0,426562789.1
000001.SH,20210622,3557.412,3539.7876,3560.1946,3536.812,3529.1826,28.2294,0.7999,307536399.0,437092259.2
000001.SH,20210623,3566.2199,3559.3988,3577.4661,3549.8482,3557.412,8.8079,0.2476,310709518.0,470347635.6
000001.SH,20210624,3566.6539,3568.5758,3570.4874,3548.8161,3566.2199,0.434,0.0122,335440754.0,461273595.6
000001.SH,20210625,3607.5618,3567.3772,3614.2981,3564.5199,3566.6539,40.9079,1.147,346087832.0,483898970.9
000001.SH,20210628,3606.3722,3612.2469,3614.3574,3594.2174,3607.5618,-1.1896,-0.033,321274974.0,456029594.4
000001.SH,20210629,3573.1779,3601.6772,3601.8265,3570.5253,3606.3722,-33.1943,-0.9204,306071178.0,440898705.2
000001.SH,20210630,3591.197,3572.6236,3594.1185,3569.501,3573.1779,18.0191,0.5043,268162818.0,414698378.9
000001.SH,20210701,3588.7816,3600.5464,3607.7049,3573.9374,3591.197,-2.4154,-0.0673,291883192.0,450639037.0
000001.SH,20210702,3518.7595,3569.8919,3569.8919,3514.3386,3588.7816,-70.0221,-1.9511,291945548.0,452263194.3
000001.SH,20210705,3534.3222,3516.9228,3534.3222,3510.5781,3518.7595,15.5627,0.4423,288094837.0,445431942.1
000001.SH,20210706,3530.2589,3533.1304,3538.347,3496.9276,3534.3222,-4.0633,-0.115,314070211.0,492886901.2
000001.SH,20210707,3553.7155,3508.5901,3557.879,3504.4723,3530.2589,23.4566,0.6644,318839189.0,457607653.2
000001.SH,20210708,3525.5039,3557.2177,3558.6772,3521.0579,3553.7155,-28.2116,-0.7939,350877857.0,526858673.0
000001.SH,20210709,3524.0881,3512.2334,3529.3098,3485.0543,3525.5039,-1.4158,-0.0402,349884317.0,493020839.3
000001.SH,20210712,3547.8362,3545.1977,3565.0321,3527.3927,3524.0881,23.7481,0.6739,403639558.0,564759282.7
000001.SH,20210713,3566.5225,3547.5897,3567.4813,3542.8154,3547.8362,18.6863,0.5267,362416711.0,511917230.7
000001.SH,20210714,3528.5011,3560.8281,3560.8281,3525.4938,3566.5225,-38.0214,-1.0661,372221722.0,507716415.4
000001.SH,20210715,3564.5902,3519.063,3565.9347,3514.258,3528.5011,36.0891,1.0228,363259164.0,507481841.3
000001.SH,20210716,3539.3038,3559.526,3565.9992,3537.7288,3564.5902,-25.2864,-0.7094,366014779.0,518640630.1
000001.SH,20210719,3539.1225,3530.4932,3544.8793,3506.3423,3539.3038,-0.1813,-0.0051,336760946.0,486952459.4
000001.SH,20210720,3536.7905,3515.0718,3538.6361,3509.1916,3539.1225,-2.332,-0.0659,293780594.0,422649888.6
000001.SH,20210721,3562.6611,3543.0534,3569.0898,3543.0534,3536.7905,25.8706,0.7315,338978748.0,517239989.2
000001.SH,20210722,3574.7344,3563.6608,3576.4732,3558.2933,3562.6611,12.0733,0.3389,381067054.0,566769499.2
000001.SH,20210723,3550.3964,3571.7152,3571.8541,3541.5101,3574.7344,-24.338,-0.6808,446421246.0,604195152.7
000001.SH,20210726,3467.4409,3538.0143,3538.0143,3424.7424,3550.3964,-82.9555,-2.3365,442882203.0,639061193.8
000001.SH,20210727,3381.1833,3467.4473,3483.8738,3380.2763,3467.4409,-86.2576,-2.4876,469075443.0,702741087.5
000001.SH,20210728,3361.5895,3355.8189,3385.536,3312.7206,3381.1833,-19.5938,-0.5795,395825419.0,564697720.1
000001.SH,20210729,3411.724,3403.8383,3416.6071,3382.571,3361.5895,50.1345,1.4914,344569428.0,539748855.4
000001.SH,20210730,3397.3574,3398.196,3404.8813,3370.4506,3411.724,-14.3666,-0.4211,381440956.0,568820969.7
000001.SH,20210802,3464.2854,3385.6902,3464.2914,3367.643,3397.3574,66.928,1.97,432927871.0,657885783.9
000001.SH,20210803,3447.9914,3446.7841,3470.6571,3435.4619,3464.2854,-16.294,-0.4703,400698081.0,603419198.5
000001.SH,20210804,3477.2186,3442.9368,3477.5972,3440.7835,3447.9914,29.2272,0.8477,348744218.0,546820756.0
000001.SH,20210805,3466.5491,3461.7185,3486.1572,3449.3885,3477.2186,-10.6695,-0.3068,348436922.0,540401110.9
000001.SH,20210806,3458.2277,3465.4842,3466.3904,3436.9317,3466.5491,-8.3214,-0.24,336824400.0,516406643.1
000001.SH,20210809,3494.6348,3441.7502,3502.841,3438.703,3458.2277,36.4071,1.0528,349910094.0,539498929.6
000001.SH,20210810,3529.9309,3488.6642,3529.9309,3477.0641,3494.6348,35.2961,1.01,345112992.0,553440311.8
000001.SH,20210811,3532.6213,3527.1093,3544.0941,3524.0444,3529.9309,2.6904,0.0762,383783554.0,541942732.6
000001.SH,20210812,3524.7374,3522.7238,3538.396,3513.4457,3532.6213,-7.8839,-0.2232,381074593.0,538163449.9
000001.SH,20210813,3516.2989,3514.4671,3540.0799,3500.7995,3524.7374,-8.4385,-0.2394,378187282.0,532907854.3
000001.SH,20210816,3517.3447,3514.3445,3537.85,3510.8976,3516.2989,1.0458,0.0297,391099721.0,535458941.4
000001.SH,20210817,3446.976,3512.109,3531.7249,3438.1233,3517.3447,-70.3687,-2.0006,422885804.0,570430624.0
000001.SH,20210818,3485.2859,3442.3472,3487.4364,3437.6908,3446.976,38.3099,1.1114,389203756.0,535463068.1
000001.SH,20210819,3465.5546,3475.298,3480.4598,3446.0146,3485.2859,-19.7313,-0.5661,382383031.0,537926524.4
000001.SH,20210820,3427.3338,3442.5062,3453.1531,3394.9723,3465.5546,-38.2208,-1.1029,391136918.0,552667602.6
000001.SH,20210823,3477.1321,3436.7963,3481.2543,3436.6706,3427.3338,49.7983,1.453,384727440.0,564308155.5
000001.SH,20210824,3514.471,3482.2658,3522.6973,3481.1409,3477.1321,37.3389,1.0738,430236463.0,616084137.9
000001.SH,20210825,3540.3837,3517.9151,3540.3948,3510.0664,3514.471,25.9127,0.7373,450047019.0,598611868.7
000001.SH,20210826,3501.6643,3537.3139,3537.3155,3499.4529,3540.3837,-38.7194,-1.0936,502903147.0,622393476.0
000001.SH,20210827,3522.1567,3494.4176,3530.1927,3493.375,3501.6643,20.4924,0.5852,455345906.0,595518692.6
000001.SH,20210830,3528.1512,3535.0727,3539.494,3512.9929,3522.1567,5.9945,0.1702,512785716.0,699116242.8
000001.SH,20210831,3543.9402,3519.0245,3543.9402,3496.3891,3528.1512,15.789,0.4475,524205056.0,703504818.9
000001.SH,20210901,3567.1008,3543.8663,3582.3236,3514.6744,3543.9402,23.1606,0.6535,667276305.0,842528984.4
000001.SH,20210902,3597.0426,3559.9025,3597.3656,3557.6769,3567.1008,29.9418,0.8394,572684039.0,691113292.8
000001.SH,20210903,3581.7344,3602.7421,3613.948,3569.3989,3597.0426,-15.3082,-0.4256,614532353.0,743840780.6
000001.SH,20210906,3621.8593,3580.1413,3626.2865,3580.1413,3581.7344,40.1249,1.1203,521713276.0,654085732.9
000001.SH,20210907,3676.5866,3621.7099,3681.9254,3615.1444,3621.8593,54.7273,1.511,547721875.0,658867924.8
000001.SH,20210908,3675.1865,3673.4023,3695.3204,3660.9998,3676.5866,-1.4001,-0.0381,586436193.0,674348482.7
000001.SH,20210909,3693.1296,3666.8246,3693.4499,3662.1633,3675.1865,17.9431,0.4882,604810330.0,679465424.4
000001.SH,20210910,3703.1103,3691.1856,3722.8732,3681.6415,3693.1296,9.9807,0.2703,635200433.0,759084638.1
000001.SH,20210913,3715.3723,3699.2534,3716.8315,3692.8157,3703.1103,12.262,0.3311,557484019.0,696192354.7
000001.SH,20210914,3662.6015,3709.6336,3723.8451,3655.6341,3715.3723,-52.7708,-1.4203,564952386.0,693778088.3
000001.SH,20210915,3656.2232,3651.1583,3677.5265,3638.3225,3662.6015,-6.3783,-0.1741,474970001.0,604231544.1
000001.SH,20210916,3607.0922,3664.841,3677.9198,3606.7276,3656.2232,-49.131,-1.3438,546741474.0,673955340.4
000001.SH,20210917,3613.9663,3595.2715,3620.9575,3569.2707,3607.0922,6.8741,0.1906,516850210.0,628834394.3
000001.SH,20210922,3628.4897,3563.2074,3629.4539,3560.5033,3613.9663,14.5234,0.4019,472296053.0,559874729.6
000001.SH,20210923,3642.2204,3651.2661,3670.9542,3632.2822,3628.4897,13.7307,0.3784,534995486.0,633218929.1
000001.SH,20210924,3613.0673,3637.8677,3651.4294,3607.7919,3642.2204,-29.1531,-0.8004,507304772.0,606788609.1
000001.SH,20210927,3582.8307,3625.9597,3640.8077,3559.9154,3613.0673,-30.2366,-0.8369,510802795.0,640673648.2
000001.SH,20210928,3602.2184,3577.8859,3610.917,3568.8189,3582.8307,19.3877,0.5411,444168807.0,500081996.1
000001.SH,20210929,3536.2944,3573.5178,3573.5178,3518.0477,3602.2184,-65.924,-1.8301,452511151.0,511106926.3
000001.SH,20210930,3568.1668,3541.9283,3572.4259,3541.9283,3536.2944,31.8724,0.9013,395629626.0,445734703.1
000001.SH,20211008,3592.1666,3609.0874,3612.5539,3571.7338,3568.1668,23.9998,0.6726,407161148.0,492964826.4
000001.SH,20211011,3591.7087,3600.3569,3614.6988,3586.7487,3592.1666,-0.4579,-0.0127,394361159.0,468673831.4
000001.SH,20211012,3546.9362,3581.2967,3583.6391,3515.1408,3591.7087,-44.7725,-1.2466,405393748.0,461983492.1
000001.SH,20211013,3561.7623,3543.4918,3569.1332,3515.6481,3546.9362,14.8261,0.418,325050667.0,405020008.8
000001.SH,20211014,3558.2795,3555.1085,3569.6864,3547.182,3561.7623,-3.4828,-0.0978,294969196.0,377519263.1
000001.SH,20211015,3572.3662,3551.9874,3578.7661,3542.6932,3558.2795,14.0867,0.3959,320292984.0,425924720.9
000001.SH,20211018,3568.1379,3571.0482,3571.0482,3539.4779,3572.3662,-4.2283,-0.1184,340950616.0,455787893.4
000001.SH,20211019,3593.1533,3562.2955,3596.7875,3560.6221,3568.1379,25.0154,0.7011,334197652.0,440181531.8
000001.SH,20211020,3587.0009,3583.2364,3596.0499,3574.2957,3593.1533,-6.1524,-0.1712,344245008.0,450482950.9
000001.SH,20211021,3594.7831,3590.0496,3610.9602,3576.3547,3587.0009,7.7822,0.217,352310867.0,453571672.5
000001.SH,20211022,3582.6036,3594.7457,3607.5776,3578.7602,3594.7831,-12.1795,-0.3388,353157203.0,455441250.1
000001.SH,20211025,3609.8626,3574.2631,3611.0908,3564.2059,3582.6036,27.259,0.7609,321196816.0,443961628.8
000001.SH,20211026,3597.6377,3612.8332,3625.0156,3589.706,3609.8626,-12.2249,-0.3387,337278291.0,465179593.7
000001.SH,20211027,3562.3052,3589.8573,3589.8573,3553.1277,3597.6377,-35.3325,-0.9821,350620940.0,470777794.1
000001.SH,20211028,3518.4166,3548.7021,3552.0419,3509.4872,3562.3052,-43.8886,-1.232,378171666.0,502982768.1
000001.SH,20211029,3547.3361,3519.3276,3547.3361,3502.8013,3518.4166,28.9195,0.8219,358809377.0,527231831.4
000001.SH,20211101,3544.4795,3530.3963,3556.59,3519.2901,3547.3361,-2.8566,-0.0805,382251325.0,564100255.1
000001.SH,20211102,3505.6283,3543.3827,3559.0478,3477.664,3544.4795,-38.8512,-1.0961,417563173.0,585519469.8
000001.SH,20211103,3498.5368,3501.1051,3512.6089,3480.4877,3505.6283,-7.0915,-0.2023,306607669.0,449115126.7
000001.SH,20211104,3526.8657,3505.8944,3527.9517,3503.0059,3498.5368,28.3289,0.8097,319440829.0,468829179.6
000001.SH,20211105,3491.5677,3520.2073,3525.8723,3491.4565,3526.8657,-35.298,-1.0008,354533565.0,485823223.5
000001.SH,20211108,3498.6308,3491.9709,3507.2744,3484.2399,3491.5677,7.0631,0.2023,298183722.0,421968075.4
